canonical_taxon_id,esm2_dim_1,esm2_dim_2,esm2_dim_3,esm2_dim_4,esm2_dim_5,esm2_dim_6,esm2_dim_7,esm2_dim_8,esm2_dim_9,esm2_dim_10,esm2_dim_11,esm2_dim_12,esm2_dim_13,esm2_dim_14,esm2_dim_15,esm2_dim_16,esm2_dim_17,esm2_dim_18,esm2_dim_19,esm2_dim_20,esm2_dim_21,esm2_dim_22,esm2_dim_23,esm2_dim_24,esm2_dim_25,esm2_dim_26,esm2_dim_27,esm2_dim_28,esm2_dim_29,esm2_dim_30,esm2_dim_31,esm2_dim_32,snp_dim_1,snp_dim_2,snp_dim_3,snp_dim_4,snp_dim_5,snp_dim_6,snp_dim_7,snp_dim_8,snp_dim_9,snp_dim_10,snp_dim_11,snp_dim_12,snp_dim_13,snp_dim_14,snp_dim_15,snp_dim_16,func_dim_1,func_dim_2,func_dim_3,func_dim_4,func_dim_5,func_dim_6,func_dim_7,func_dim_8,func_dim_9,func_dim_10,func_dim_11,func_dim_12,func_dim_13,func_dim_14,func_dim_15,func_dim_16
abrothrix_longipilis,-0.6630946,0.5502773,-0.18932125,-0.6081996,2.6773055,0.9084677,1.1494428,0.077443674,-1.625998,0.76494145,1.8302054,1.0043234,-0.8532086,-0.8562542,0.823951,0.63299394,1.9687827,1.0526565,-0.061214574,0.2042654,1.2290982,0.40814096,-1.0024961,-0.5754608,2.5873954,-2.1825347,0.7817367,-1.9756821,-0.1530871,1.2584726,-0.17248122,-1.396418,-2.0293374,1.4137669,0.9814079,0.012999595,0.7163683,-1.8296591,-1.5772084,-0.8415841,0.18890515,0.6650064,-0.03639911,1.4790171,0.9465196,0.1739689,-2.308954,-2.4425669,2.736652,0.42528132,-0.3251317,0.22483489,-0.5973741,-0.86854964,-1.5755992,0.8588315,0.51201993,0.3027827,-0.41808254,0.82202315,-0.41392684,-0.0018325883,-1.3653939,-0.09370455
abrothrix_olivaceus,0.8253795,0.3434987,-0.49090356,1.4578104,-0.07142347,-0.4003261,0.06365938,-0.8777658,1.7207332,0.32902893,0.9547386,1.4362293,0.0011048601,-0.35528025,-0.6960211,-0.72208726,1.5551528,-0.100775614,-1.3522351,-1.4018482,0.31750822,0.8835298,0.25106868,-0.72783786,-0.08078346,0.9207875,1.0773456,0.6277339,2.0172446,-0.6381577,-0.32515785,-1.4409745,0.27613422,-0.17770974,1.9532965,0.47770262,2.312919,0.018837575,0.6843008,-2.3058565,-1.6974577,-1.2814972,-1.4405712,-0.5286849,1.3204619,0.49960533,0.90906864,-2.8283248,-2.1439152,-0.021624852,0.30557063,1.0435175,-2.1067944,1.1430465,-0.068517104,-0.5592788,0.17734744,0.26671588,0.48077795,-2.0906982,-0.7067375,0.09179627,-0.19033273,1.4840944
abrothrix_sanborni,-0.028337982,-1.0020076,2.2676349,-0.23576392,0.8342185,-0.14100608,0.33657792,-1.118659,-0.7801843,0.9632261,0.7240911,1.8182244,-0.51815355,0.73138046,-1.0295174,1.2818068,2.0665314,-1.578513,1.0545392,1.2520041,0.9101186,-0.26652932,1.1242415,-1.3763185,-0.34113598,-1.2784789,1.1031426,-0.8703885,-0.4419864,-0.06464902,0.080828585,-1.1042858,-0.8118765,2.1147847,-1.2710994,0.8490466,-0.9798466,-1.1260391,1.2045233,-0.3577749,-0.6018137,0.27409777,-1.0838298,1.0007188,-0.40165982,1.5697219,-1.262089,0.30943257,-0.8600955,0.22002825,-2.0254123,0.0050199474,-1.900445,-0.6858426,-0.6622905,2.400303,0.37428042,-0.1996903,-0.79695314,-1.0688933,0.13350609,-0.48841035,0.14844123,-0.30452803
acerodon_celebensis,-1.1193683,-0.4491275,-0.050524045,-1.950186,1.704765,-0.9235316,0.46463013,-1.0406097,0.33777124,0.8174453,-0.16640489,-0.15337577,-0.88218397,-0.23643349,-1.1006114,0.89274776,0.31389725,2.0969021,1.0539927,0.16324306,1.1159726,1.4141468,-0.35094345,-1.9767555,0.17558308,-0.9404123,-1.9326737,1.1599094,-0.14984062,-0.6659115,-0.28403184,-0.7273384,2.648132,0.8187958,0.5177424,0.17319936,1.1188642,-0.4285557,1.6949384,0.0982065,0.34558642,-0.30314058,-0.6489875,2.9183457,0.99561185,1.1522511,-0.69434947,0.52533525,-0.43167502,0.011607788,0.4022344,-0.65147233,-0.1470084,-0.27672935,0.63297236,-0.35952505,0.012716051,1.6595803,1.5480345,-0.8720139,-0.95620143,-0.73308796,-0.30463335,-0.7682234
acerodon_jubatus,-1.0892298,1.2735962,0.08984089,-0.2716899,1.4493065,-0.27554244,0.7145065,-0.72028697,-0.80214,1.0099936,-2.5633745,-1.654929,-1.0745714,0.61009306,-0.36691657,-0.19596346,-0.98184454,-1.872591,0.29060987,0.8414862,-0.04460702,-0.8863433,0.23877753,1.4546238,1.112094,-0.91077495,0.2936962,0.038660422,-0.931692,0.5669033,0.19867516,-0.044603683,0.048472945,-1.3930379,3.318376,0.637324,-2.1001713,-1.0487833,0.8167347,-1.9532473,-0.7188395,0.049682215,0.09671063,2.8255122,0.5931616,0.29116666,-1.3738365,1.6775016,1.4431766,0.77843076,0.12436086,-1.1222488,1.8610744,-0.87791777,0.43355513,1.0633384,-0.9802636,0.2818091,-1.9135895,-1.4031485,-0.24462864,1.7446164,-0.84807223,0.15523878
acerodon_mackloti,0.8349416,0.33720392,0.17244105,-1.2609234,-1.9385462,-0.15619977,0.09731578,0.4028938,-0.8886043,-0.71669054,0.40976402,0.5836975,0.1764726,-1.019817,-0.007330993,0.9621428,-0.34833926,1.7405652,0.69162107,-0.5137359,-0.22423337,-0.41993314,0.17452598,1.507624,-1.7297927,-0.6598031,0.097986445,-0.8700394,1.4962647,0.12576433,-0.30924708,0.73179454,-0.04531477,-2.1052115,-0.47490335,1.0002264,-0.22354923,-1.7788669,-1.6458802,-0.19431406,1.1576481,-0.565198,-0.36899877,-1.2101462,-0.75468355,-0.33051756,-2.1255994,-1.2409253,-0.17519481,0.04435409,-0.46772003,-0.66634953,0.82705396,-0.5661408,-1.4993716,0.2548884,0.06249055,-0.62199545,0.7744655,0.32972562,1.2680216,0.43505737,1.1619174,0.42240104
acinonyx_jubatus,-1.2303325,-0.24426441,0.330104,1.3502096,1.0304477,-0.3459401,-0.1504203,0.5999339,-1.8203634,-0.30465177,0.6829091,-0.5472052,1.8431662,0.34675393,-1.385351,0.3243189,-0.4783371,-0.39613488,1.412933,0.25589138,-1.3597465,1.5399113,-0.022533169,-1.4743522,-1.1020933,0.9205186,-1.3282322,0.46596706,-0.024164606,-0.0046942625,-1.0884701,0.13974312,-1.5920994,2.9945111,1.9165928,-1.7191125,0.040512558,2.3040688,0.38589633,0.020969918,0.7519429,1.5792596,1.5427994,-0.9915177,-0.69351476,-2.3020818,1.2399455,-0.6966762,-0.25956836,-0.38151488,0.961987,0.5656393,0.16623409,0.36869887,-1.7239131,-0.20014015,1.2579408,-0.77174014,-0.53896743,-0.5057957,0.8751183,1.0964336,0.1943828,0.31128627
acomys_kempi,0.03494928,-1.2073252,-0.7332884,-0.97284085,-0.80898404,-0.21254772,1.127528,-0.7307148,0.34704152,-0.17851964,-0.2582433,-1.8287485,-0.3409504,1.1013174,-1.8282279,-0.094037086,-0.8977832,1.475912,1.7972126,-0.23608577,-0.6808477,-1.0508305,0.51669437,0.4803889,0.9074646,-1.635051,-0.6889313,-0.6024475,-0.032665875,-1.1513424,0.27980256,-0.86157876,1.3346897,1.1268264,0.30973104,-2.3771312,0.315656,-0.05226455,1.1665475,-1.8100705,0.66867954,-0.7425262,1.3492023,-0.65511346,0.5914525,0.9351045,1.0366077,-0.39856082,-0.4109421,0.21923266,-1.0544562,-2.0638402,-0.7997695,0.26570255,-0.21284471,-1.3873131,0.5629944,1.116063,-0.92321706,-0.41351867,-0.14336595,-0.37690467,0.30073446,0.75817776
acomys_louisae,0.1778499,1.4295521,0.63975555,1.6105813,0.01679791,-0.581337,-1.5733702,1.6336498,-1.2020591,1.0689589,0.7315257,0.7997534,0.4752137,1.2027147,0.75558245,-2.0495389,1.6333318,0.2386852,-0.24654073,-0.13599002,1.062004,-1.551283,-0.10349586,0.35940105,-0.37533212,0.10830174,1.7678574,0.9259451,-0.31727296,-0.43486446,2.790089,-1.0644166,1.2355002,-0.18697506,-0.035066556,-2.2754843,1.1661037,-0.4742021,-2.1982057,-1.6389976,-0.83211195,1.7652394,-1.5771723,0.47803026,-1.1512764,-0.9666188,0.39771208,0.5593221,0.038375687,1.363734,0.72273976,0.083522655,1.3795412,-0.42238885,0.20441374,0.24305311,-0.38866672,0.84028524,0.45046064,-0.45460403,-0.21313654,-1.00074,1.6760986,-0.39189497
acomys_minous,0.22024277,-1.0965749,-0.74919915,0.13018604,1.7146679,1.1473575,1.0736808,0.8537195,0.22298102,-1.129736,-0.2630978,-1.8360894,-0.40590245,-0.13124748,1.5273067,-0.50881284,0.12737727,-1.4087957,0.43913913,-0.5318284,1.5390779,0.95383817,-0.48925006,-1.0191925,0.5767657,1.6600049,0.12051383,1.2142345,0.7283177,-0.28266874,-0.7173582,-1.2042732,2.760013,0.14787632,1.7856884,1.8649235,1.0311855,1.2012688,-0.6208861,-1.3502415,-2.3957791,1.3806405,0.35847032,0.92387825,0.02082056,-0.693937,-1.2437711,1.9905779,-1.2613336,1.884434,-1.4896467,0.024104265,0.3281868,-0.71155846,0.6968582,-1.9854997,-1.0058848,-0.30729827,-0.5744428,0.9599643,-0.009161161,-0.9578535,-1.3607669,-0.13684861
acomys_percivali,-1.5821937,-0.1236815,-0.41195303,-0.47823796,1.1858071,-0.11646452,-0.83602846,0.4964442,-0.26682526,-2.1718264,1.5634818,-2.8965979,2.2227356,-1.5593623,1.054033,0.22035249,0.73889357,-0.3579518,0.021852598,0.07375293,-0.5727273,1.6334825,-2.012031,1.4169158,-1.2214173,1.8768811,0.49004778,0.33392483,-0.5270145,-0.14649098,0.7612095,0.28630146,-1.7190177,-3.6158967,-0.32542434,-2.5075846,0.4500237,-0.73372775,-0.9629721,0.024607375,-0.029734584,0.45096853,1.643937,1.0477313,1.2141348,3.7848303,-0.17447172,0.30362394,-0.1470524,0.5822152,0.091559425,0.48598135,-1.0366882,0.62728554,-0.39400923,-0.18773156,-0.8752127,1.472987,1.2731113,-0.60919297,0.92833596,0.6302339,1.2319621,-1.6837586
acomys_russatus,1.2484428,-0.15717734,0.94301414,-3.1160715,0.6150799,-0.36618516,0.4228576,1.2964704,-1.5064615,-0.8325523,1.0237974,0.50497955,-0.5360457,-0.27714798,0.2926151,1.9987272,0.27503118,1.3094633,-2.032549,-1.278471,-0.24900849,0.71047276,-0.42935163,-0.2327773,-0.81136954,-0.34077448,1.3302113,1.5666844,-0.6050261,1.3133191,-0.4769883,0.40989926,-0.028094744,-1.8740505,-0.957453,3.4610176,0.22858408,0.15371908,0.31842768,-1.9651357,-0.45530328,-0.30236325,1.0076694,-0.49991018,-0.2546243,-2.7755516,1.798178,0.19648099,0.11652407,2.005456,0.06881811,-0.20433782,1.576278,0.093540885,-1.1844943,-0.644837,-0.27141243,0.98704714,0.12078169,0.4259099,-1.2832593,-1.1711563,-1.0992743,1.8987168
acomys_spinosissimus,-0.09404675,-0.5238709,1.3204775,1.5177462,0.048883557,0.28073415,-1.0810897,-0.8718143,0.3372178,0.22654688,0.38016787,1.356767,-0.36627337,-0.9958235,1.7468953,0.35042068,-1.9389282,2.4201741,1.1896886,0.46620423,0.43125513,0.4700013,-2.4953132,0.77998203,1.0884477,-0.27445635,-0.7506209,-2.121272,-1.3226403,-1.9689583,-1.8098725,-0.8015315,-0.011330887,0.47132212,-1.0009649,-0.9640624,-1.6682268,-0.6832927,-0.5362318,1.0436584,0.82279336,-0.99214566,-0.64956015,-0.09252574,2.594694,0.4715518,-1.4920896,-0.09797086,-0.79542273,0.23393157,-0.15604845,0.58812666,2.0700202,-0.39098433,1.5954353,0.4125456,0.9596949,-0.8619016,0.7027522,0.4449437,0.5732792,-0.09938553,-2.3986335,0.38208354
acomys_subspinosus,-0.5547752,-2.7128382,-0.8449464,1.0412384,0.851256,-0.3252097,-0.43515673,0.02016499,0.74978036,-1.3389615,0.6211325,-0.56829935,1.3257427,-0.11002822,-2.3523617,0.94177115,1.2280687,-0.93734485,-0.17956612,1.4115701,0.12510747,-1.4658006,-1.5209655,0.8371544,-1.0263547,-0.27686244,-0.7249092,-1.2881461,1.6591887,0.71238834,0.65041184,-0.6050202,-0.4008554,-0.40376607,0.9437568,0.30254737,0.41512403,-6.862602e-07,1.1540434,-0.0779463,1.3673571,-1.0248532,2.6698802,-0.6598849,-2.222775,1.7387025,-1.551593,0.46156746,-1.0202969,-0.8406324,1.5097988,1.5065349,0.2108941,0.009046342,0.24710149,0.7619164,0.8989947,1.9034467,-0.6177801,0.15038635,-1.3792495,-0.1506351,-1.3865893,-0.70720315
acomys_wilsoni,-2.3885252,-0.053382263,0.29505217,0.25769818,-0.12378758,1.3796425,0.030511104,-1.3290969,-0.32594013,-1.7865369,-0.060552396,-0.50006425,1.1830379,-0.17355572,1.9255912,0.51937556,-0.8735059,0.6420964,0.91455394,-0.18841729,-1.4180797,-1.0913796,0.3963651,-0.025934303,-0.9890515,-0.15583904,-0.19318497,0.38851124,2.2085032,1.110313,1.3631853,-1.2267256,1.5828469,0.07892381,1.0274793,-0.54363316,-1.4845734,-1.5736892,2.409944,-0.35581768,-0.4418506,-1.73416,-0.8462757,0.995994,-0.17119825,-0.1573057,2.297586,-1.509204,-0.15804341,-1.3801302,1.5152124,-0.7806085,-0.72010237,-0.9883579,-0.82498443,-0.93177706,1.6917402,-1.9399581,-1.354387,-0.5203773,-0.2774059,0.38454056,0.96311295,-1.2945325
aconaemys_sagei,1.1947155,-0.12768047,1.5996989,0.078304574,-2.1248016,-0.34797063,0.16732909,-1.3359549,-1.542705,0.57359904,-0.72938466,1.2097504,-1.4150546,0.70737106,0.50762606,1.4409221,-0.24493183,-0.89271724,0.5903491,0.68274575,-2.0481813,0.14876854,1.7336355,-1.2270651,-0.40830415,-0.3855575,-2.6428998,-0.3799224,-1.7198708,1.0725543,0.23605458,0.6564543,-1.802171,-1.7303267,0.43558848,-1.2828102,-1.7435765,0.960956,-0.08615464,1.001314,2.0814836,-1.2675482,-2.614886,2.070682,-1.2723472,-0.46670008,2.1435018,0.44765592,-0.7324673,-0.84529126,0.71982414,-1.0550584,-0.45666686,-1.0936916,-0.0736163,-1.4812591,-0.25681835,0.6002218,-1.0694075,0.15329996,0.07720532,1.365361,0.009481228,-0.048913173
acrobates_pygmaeus,-0.9551905,1.0344149,1.080904,0.920523,0.7171446,0.6545119,-0.91235167,-1.6361691,-0.47961405,0.20828286,-0.84096116,0.5824763,-0.07308,-1.353785,0.39343536,-0.3817684,-0.4591382,2.1033719,-1.5325574,0.32694638,-0.45909318,-1.2403252,0.6765302,-2.2775786,-0.4915119,2.4758935,1.1979357,0.43225485,0.84639275,0.0956293,0.083886154,-0.7278172,2.4025073,-0.078265816,0.4256553,-0.06654022,1.5091689,1.6109619,-0.2850728,1.0840324,-1.0640402,-0.44101986,1.0460975,0.8381015,2.139864,-2.9182405,-2.237725,-1.7288169,0.7053155,1.4960456,-0.7025552,1.1796114,0.5739949,1.3969779,0.22150324,-1.2104952,-0.24412957,-0.39473403,-0.6740554,-0.98032403,-0.2731721,-1.1168554,0.5549431,-1.3438817
addax_nasomaculatus,-1.2731204,0.36400193,0.8437256,0.13197571,-1.6917628,-0.26627764,-1.1256391,-0.15512101,-1.7304969,1.469112,1.2999893,1.0536579,0.11006589,0.70691156,-0.33391848,-3.3606448,0.13192593,-2.0439332,0.62475604,0.1960275,-0.42504203,0.07713655,1.4329697,1.5632207,0.31254655,-0.10903822,-1.0726682,0.69389665,-0.2592267,1.3169241,-0.20363702,0.54816145,-0.71953267,0.61600244,0.17234457,1.1369631,-1.7791371,0.19306251,-2.2722533,1.4010179,1.6881142,-1.5449023,0.7498844,-1.2361662,1.470597,-1.5182939,-0.22677262,-0.94752944,0.18366218,-1.0265152,1.4029217,1.1717694,-0.38000897,-0.6569051,-0.011962318,-0.8415151,0.5350252,0.7558823,0.33368015,-0.95735097,-0.83056843,1.1076065,1.3439142,-1.9793931
aepeomys_lugens,-0.060575105,1.0944582,-0.21073051,0.020722792,1.1418715,-1.1555604,0.60431623,-0.12493772,-0.3668758,-1.8642361,-1.5310798,-0.516388,-1.1184099,0.7134267,0.14484152,0.104984425,0.4398479,0.3370247,0.47612137,0.42048988,1.5286794,-1.127921,-0.39974537,0.9108767,-0.34089217,0.28157398,1.4181764,0.26126432,-0.06848442,0.29932758,2.3656852,0.7095313,1.5467271,0.08820897,-0.12650898,-1.1110785,1.2096574,-1.1624887,-0.23803681,1.2844027,0.050574183,-0.33310792,-0.525452,-1.3830414,2.5112307,2.8395126,-1.145571,-1.6871475,-0.2860419,-1.513052,-1.1821842,-0.23762968,1.0660607,-0.4505447,-0.44563428,0.5668006,-0.49657694,-1.8338312,-0.58657867,-2.1616488,0.89423865,0.37310642,-0.30088934,-1.0753576
aepyceros_melampus,-3.07588,2.1749408,0.3886743,-0.8191592,-0.41458368,-2.18828,-1.1836834,-0.59186655,0.61165667,-1.1020725,0.51891863,-1.01752,-1.1532056,1.3888023,-0.834997,-0.5408435,-0.62247753,0.5659975,-0.87265825,-0.8748443,-1.4008272,-1.3581624,0.8760296,0.10648163,-0.44578624,-0.39613518,-2.5765967,1.167893,-1.9419487,1.5842274,1.4430677,-0.4031325,-0.1359803,-0.2796467,-0.7640091,0.6616434,0.05755269,-0.21713576,0.13194416,-0.46009955,1.9241654,-1.9038465,-1.0682385,2.0369437,-1.9891877,-0.8052251,-1.7215405,-3.0580473,0.61494124,-1.6917572,-0.24363211,-0.42417035,0.87201643,-2.437236,-2.1151838,0.24707082,-0.882284,-0.27205276,1.8499756,-1.3637787,3.0769253,-1.6568832,-1.0084932,0.06699989
